,0,1,2,3,4,5,6
PWY-2201,0.0,0.0,0.0,0.0,0.00025170557072345636,0.0,8.987106121248727e-06
PWY-2221,1.1976480744550553e-05,0.0029167416470030345,0.00011572394579156113,0.0,3.247943456627806e-05,0.0,0.0
PWY-241,0.0013705176285503844,0.4928612132672096,0.006493404414678691,0.7775663660382789,0.08079477884628518,0.02296130317928947,0.5485649982815016
PWY-2723,8.719780475930044e-09,0.5124284308813285,0.002717689093495579,1.0985873799491883,0.0,0.0,0.0
PWY-2941,0.08633388342402204,0.05289067249202639,1.3555766842557724,0.4423338520985357,1.3049862137318802,0.12856271555872048,0.7721182938265138
PWY-2942,2.9849134011257203,0.3085896337799914,1.160333210827366,2.314061622758297,0.4801925686994539,2.836888871381227,3.003311594820401e-06
PWY-3001,2.0971706973567095,0.7446328994130559,1.6649252767447762,2.2946936074518263,0.46049761875216083,0.9645629738775495,0.5633717517392869
PWY-3502,0.0,0.0,0.0,0.0,0.002556897676034963,0.0,0.0
PWY-3661,0.0,3.606951085554502e-06,0.0,0.0,1.374131698309222e-05,0.0,2.2366913648947244e-06
PWY-3781,1.0498040921396201e-10,0.0032438939563095284,0.0020804283837335107,1.5489566149378704e-09,0.7215484868392987,0.009044397467926433,0.01704086992321172
PWY-3801,0.0,0.11700107977667076,0.0,0.0,0.028494152496934877,0.0,0.0
PWY-3841,3.896058791395281,0.0008901032057331065,1.6476837418923636,1.4178525282779921,0.7843220508935099,1.5048704663538428,1.7090971415349963e-09
PWY-4041,0.06771330405943435,0.8499803263481213,0.2253525481698003,1.6264549367501795,0.26257778403247434,0.0,0.22653855310200716
PWY-4061,0.0,0.0,0.0,0.0,5.731920941768522e-05,0.0,0.0
PWY-4202,0.0,0.0,0.0,0.0,0.0001561280367342307,0.0,0.0
PWY-4242,3.1876718530848227,0.10043722605346041,1.645202214835689,0.8162438396963055,0.673076362833853,0.6423323888630172,0.9010639939349107
PWY-4321,0.0,0.02891630705017724,5.782401746838407e-06,0.0,0.004641784379770014,7.381310460677103e-06,0.0
PWY-4361,0.0,0.010157023530595062,0.0,0.0,0.0,0.0,0.0
PWY-4702,0.0,0.45256905754085175,0.0,0.001803576020662802,0.0,0.0009054360431199225,0.0
PWY-4722,0.0,0.0008218750288108496,0.00010172606696926203,0.0,0.002374953494879797,0.0,0.007288470084600193
PWY-4981,0.6223843164591594,0.3657846113112898,0.7268359716122379,0.3807890966438179,1.069232072365917,0.0,0.2345903835595053
